pipeline_a,pipeline_b,mean_a,mean_b,delta,wilcoxon_stat,p_value,significant,cohens_d,ci_lower,ci_upper,effect_size,n_comparisons,alpha_bonferroni
b_pca20_lgbm,e_xgb,0.747152,0.761322,-0.014171,5.0,0.00061,False,-0.7515,-1.5772,-0.0943,medium,595,8.4e-05
c_lgbm,f_lr,0.775723,0.763341,0.012381,5.0,0.00061,False,0.6412,-0.103,1.4403,medium,595,8.4e-05
b_pca90_lr,c_lr,0.763654,0.776564,-0.012911,5.0,0.00061,False,-0.7538,-1.5514,-0.1119,medium,595,8.4e-05
a_xgb,c_rf,0.769757,0.778891,-0.009134,5.0,0.00061,False,-0.4734,-1.238,0.2256,small,595,8.4e-05
a_xgb,b_pca90_mlp,0.769757,0.7615,0.008256,5.0,0.00061,False,0.4574,-0.2762,1.2409,small,595,8.4e-05
c_lgbm,d_lr,0.775723,0.762855,0.012868,5.0,0.00061,False,0.6613,-0.0896,1.3889,medium,595,8.4e-05
b_pca90_xgb,f_mlp,0.747007,0.76067,-0.013663,5.0,0.00061,False,-0.6744,-1.5473,0.0186,medium,595,8.4e-05
a_rf,f_xgb,0.772127,0.763522,0.008605,5.0,0.00061,False,0.47,-0.2827,1.2884,small,595,8.4e-05
c_lgbm,e_mlp,0.775723,0.762259,0.013464,5.0,0.00061,False,0.648,-0.0774,1.3687,medium,595,8.4e-05
a_mlp,e_lr,0.767693,0.759518,0.008175,5.0,0.00061,False,0.3744,-0.3623,1.1193,small,595,8.4e-05
a_lgbm,a_rf,0.766393,0.772127,-0.005733,5.0,0.00061,False,-0.3145,-1.1564,0.3753,small,595,8.4e-05
c_lr,f_rf,0.776564,0.763388,0.013176,5.0,0.00061,False,0.7769,0.0328,1.4968,medium,595,8.4e-05
b_pca20_lr,b_pca20_xgb,0.762731,0.756394,0.006338,1.0,0.000803,False,0.3504,-0.376,1.1101,small,595,8.4e-05
a_xgb,d_lgbm,0.769757,0.760065,0.009692,6.0,0.000854,False,0.5002,-0.2155,1.4037,medium,595,8.4e-05
b_pca20_lgbm,d_mlp,0.747152,0.762767,-0.015615,6.0,0.000854,False,-0.7952,-1.7476,-0.1555,medium,595,8.4e-05
b_pca20_lgbm,f_mlp,0.747152,0.76067,-0.013518,6.0,0.000854,False,-0.6721,-1.4783,0.0146,medium,595,8.4e-05
b_pca90_xgb,d_mlp,0.747007,0.762767,-0.015761,6.0,0.000854,False,-0.7965,-1.8068,-0.1231,medium,595,8.4e-05
b_pca90_lr,c_mlp,0.763654,0.775019,-0.011365,6.0,0.000854,False,-0.6708,-1.3994,-0.0245,medium,595,8.4e-05
b_pca20_lgbm,d_lr,0.747152,0.762855,-0.015703,6.0,0.000854,False,-0.8316,-1.704,-0.171,large,595,8.4e-05
a_lr,c_lr,0.764768,0.776564,-0.011797,6.0,0.000854,False,-0.6757,-1.4742,-0.0175,medium,595,8.4e-05
c_mlp,e_mlp,0.775019,0.762259,0.01276,6.0,0.000854,False,0.6569,-0.0668,1.3548,medium,595,8.4e-05
c_mlp,f_mlp,0.775019,0.76067,0.01435,6.0,0.000854,False,0.7438,0.0204,1.4936,medium,595,8.4e-05
a_lgbm,b_pca90_rf,0.766393,0.758334,0.00806,6.0,0.000854,False,0.4549,-0.285,1.2161,small,595,8.4e-05
c_mlp,f_xgb,0.775019,0.763522,0.011497,6.0,0.000854,False,0.6809,-0.0409,1.3877,medium,595,8.4e-05
b_pca90_lr,c_lgbm,0.763654,0.775723,-0.012069,6.0,0.000854,False,-0.6531,-1.4434,0.0149,medium,595,8.4e-05
c_mlp,f_lr,0.775019,0.763341,0.011678,6.0,0.000854,False,0.6544,-0.0726,1.4098,medium,595,8.4e-05
c_mlp,d_lr,0.775019,0.762855,0.012164,6.0,0.000854,False,0.6755,-0.0571,1.3872,medium,595,8.4e-05
b_pca90_xgb,e_xgb,0.747007,0.761322,-0.014316,6.0,0.000854,False,-0.7529,-1.64,-0.0957,medium,595,8.4e-05
c_lr,f_mlp,0.776564,0.76067,0.015895,6.0,0.000854,False,0.817,0.109,1.6092,large,595,8.4e-05
b_pca20_rf,b_pca90_mlp,0.755849,0.7615,-0.005651,6.0,0.000854,False,-0.3273,-1.1538,0.3794,small,595,8.4e-05
c_lr,d_lr,0.776564,0.762855,0.01371,6.0,0.000854,False,0.7541,0.0137,1.4994,medium,595,8.4e-05
c_lgbm,d_lgbm,0.775723,0.760065,0.015658,0.0,0.000982,False,0.803,0.0821,1.6596,large,595,8.4e-05
b_pca90_xgb,e_rf,0.747007,0.761241,-0.014234,7.0,0.00116,False,-0.7616,-1.622,-0.1026,medium,595,8.4e-05
a_mlp,b_pca20_rf,0.767693,0.755849,0.011844,7.0,0.00116,False,0.6008,-0.1505,1.4186,medium,595,8.4e-05
c_lr,f_xgb,0.776564,0.763522,0.013043,7.0,0.00116,False,0.764,0.0111,1.4654,medium,595,8.4e-05
a_xgb,f_lgbm,0.769757,0.762578,0.007179,7.0,0.00116,False,0.3781,-0.3854,1.1542,small,595,8.4e-05
a_xgb,e_lgbm,0.769757,0.759278,0.010479,7.0,0.00116,False,0.5408,-0.1747,1.3577,medium,595,8.4e-05
b_pca90_lgbm,f_lr,0.750119,0.763341,-0.013222,7.0,0.00116,False,-0.674,-1.4518,-0.0322,medium,595,8.4e-05
a_mlp,c_lgbm,0.767693,0.775723,-0.00803,7.0,0.00116,False,-0.3913,-1.1788,0.3078,small,595,8.4e-05
c_lr,e_mlp,0.776564,0.762259,0.014306,7.0,0.00116,False,0.7304,-0.0026,1.446,medium,595,8.4e-05
b_pca90_lgbm,f_rf,0.750119,0.763388,-0.013269,7.0,0.00116,False,-0.7115,-1.4678,-0.0366,medium,595,8.4e-05
b_pca20_xgb,f_lr,0.756394,0.763341,-0.006948,8.0,0.001526,False,-0.3677,-1.152,0.344,small,595,8.4e-05
b_pca20_lgbm,e_lgbm,0.747152,0.759278,-0.012126,8.0,0.001526,False,-0.6407,-1.4183,0.0217,medium,595,8.4e-05
b_pca20_lgbm,e_lr,0.747152,0.759518,-0.012366,8.0,0.001526,False,-0.606,-1.4814,0.0704,medium,595,8.4e-05
a_lr,a_rf,0.764768,0.772127,-0.007359,8.0,0.001526,False,-0.3941,-1.2502,0.2819,small,595,8.4e-05
b_pca90_lgbm,f_xgb,0.750119,0.763522,-0.013403,8.0,0.001526,False,-0.7149,-1.4944,-0.0751,medium,595,8.4e-05
b_pca20_xgb,b_pca90_mlp,0.756394,0.7615,-0.005107,8.0,0.001526,False,-0.2878,-1.1014,0.4286,small,595,8.4e-05
a_lgbm,c_lgbm,0.766393,0.775723,-0.009329,8.0,0.001526,False,-0.5085,-1.3041,0.1568,medium,595,8.4e-05
a_lgbm,c_lr,0.766393,0.776564,-0.010171,8.0,0.001526,False,-0.5989,-1.371,0.0595,medium,595,8.4e-05
b_pca20_xgb,d_rf,0.756394,0.764098,-0.007704,8.0,0.001526,False,-0.4213,-1.2168,0.2707,small,595,8.4e-05
a_xgb,e_rf,0.769757,0.761241,0.008516,9.0,0.002014,False,0.4484,-0.2622,1.2167,small,595,8.4e-05
a_lr,b_pca20_rf,0.764768,0.755849,0.008919,9.0,0.002014,False,0.4983,-0.2625,1.2546,small,595,8.4e-05
a_lr,c_mlp,0.764768,0.775019,-0.010251,9.0,0.002014,False,-0.5933,-1.3734,0.0663,medium,595,8.4e-05
a_lr,b_pca90_lgbm,0.764768,0.750119,0.014649,9.0,0.002014,False,0.7668,0.0357,1.5796,medium,595,8.4e-05
a_mlp,b_pca20_xgb,0.767693,0.756394,0.011299,9.0,0.002014,False,0.5612,-0.1976,1.3619,medium,595,8.4e-05
b_pca90_xgb,e_lr,0.747007,0.759518,-0.012511,9.0,0.002014,False,-0.6088,-1.5432,0.0719,medium,595,8.4e-05
b_pca20_rf,f_lr,0.755849,0.763341,-0.007492,9.0,0.002014,False,-0.4061,-1.2059,0.302,small,595,8.4e-05
a_mlp,d_mlp,0.767693,0.762767,0.004926,9.0,0.002014,False,0.2332,-0.5284,0.9721,small,595,8.4e-05
a_mlp,c_lr,0.767693,0.776564,-0.008871,9.0,0.002014,False,-0.4593,-1.2221,0.2161,small,595,8.4e-05
a_rf,d_mlp,0.772127,0.762767,0.009359,9.0,0.002014,False,0.466,-0.248,1.2116,small,595,8.4e-05
a_rf,c_xgb,0.772127,0.779678,-0.007552,9.0,0.002014,False,-0.4057,-1.1815,0.2656,small,595,8.4e-05
a_xgb,b_pca90_lr,0.769757,0.763654,0.006103,9.0,0.002014,False,0.3326,-0.4042,1.1208,small,595,8.4e-05
